survey_year,variable,original_value,original_label,recoded_midpoint,recode_note,needs_manual_review
2006,INC_FAM_OTHER_INCOME,NA,不知道/拒答,NA,manual_review_unrecognized_label,TRUE
2006,INC_FAM_RENT_INCOME,NA,不知道/拒答,NA,manual_review_unrecognized_label,TRUE
2006,INC_FAM_WORK_INCOME,1,1,NA,manual_review_unrecognized_label,TRUE
2006,INC_FAM_WORK_INCOME,3,3,NA,manual_review_unrecognized_label,TRUE
2006,INC_FAM_WORK_INCOME,4,4,NA,manual_review_unrecognized_label,TRUE
2006,INC_FAM_WORK_INCOME,90,"140,000元",NA,manual_review_unrecognized_label,TRUE
2006,INC_FAM_WORK_INCOME,NA,不知道/拒答,NA,manual_review_unrecognized_label,TRUE
2006,INC_PERS_GOV_INCOME,NA,不知道/拒答,NA,manual_review_unrecognized_label,TRUE
2006,INC_PERS_INTEREST_INCOME,NA,不知道/拒答,NA,manual_review_unrecognized_label,TRUE
2006,INC_PERS_OTHER_INCOME,NA,不知道/拒答,NA,manual_review_unrecognized_label,TRUE
2006,INC_PERS_RENT_INCOME,NA,不知道/拒答,NA,manual_review_unrecognized_label,TRUE
2006,INC_PERS_WORK_INCOME,14,150000,NA,manual_review_unrecognized_label,TRUE
2006,INC_PERS_WORK_INCOME,NA,不知道/拒答,NA,manual_review_unrecognized_label,TRUE
2010,EXP_ALCOHOL_EXPENDITURE,NA,未回答,NA,manual_review_unrecognized_label,TRUE
2010,EXP_CARE_EXPENDITURE,NA,未回答,NA,manual_review_unrecognized_label,TRUE
2010,EXP_CLEANING_EXPENDITURE,NA,未回答,NA,manual_review_unrecognized_label,TRUE
2010,EXP_CLOTHING_EXPENDITURE,NA,未回答,NA,manual_review_unrecognized_label,TRUE
2010,EXP_EDU_BOOKS_COMBINED_EXPENDITURE,NA,未回答,NA,manual_review_unrecognized_label,TRUE
2010,EXP_FOOD_EXPENDITURE,NA,未回答,NA,manual_review_unrecognized_label,TRUE
2010,EXP_FURNITURE_EXPENDITURE,NA,未回答,NA,manual_review_unrecognized_label,TRUE
2010,EXP_HOUSING_UTIL_EXPENDITURE,NA,未回答,NA,manual_review_unrecognized_label,TRUE
2010,EXP_LOAN_INTEREST_EXPENDITURE,NA,未回答,NA,manual_review_unrecognized_label,TRUE
2010,EXP_MEDICAL_EXPENDITURE,NA,未回答,NA,manual_review_unrecognized_label,TRUE
2010,EXP_OTHER_EXPENDITURE,NA,未回答,NA,manual_review_unrecognized_label,TRUE
2010,EXP_TAX_INS_GIFT_EXPENDITURE,NA,未回答,NA,manual_review_unrecognized_label,TRUE
2010,EXP_TRANSPORT_COMM_EXPENDITURE,NA,未回答,NA,manual_review_unrecognized_label,TRUE
2010,EXP_TRAVEL_EXPENDITURE,NA,未回答,NA,manual_review_unrecognized_label,TRUE
2010,INC_FAM_INTEREST_INCOME,NA,未回答,NA,manual_review_unrecognized_label,TRUE
2010,INC_FAM_RENT_INCOME,NA,未回答,NA,manual_review_unrecognized_label,TRUE
2010,INC_PERS_GOV_INCOME,NA,未回答,NA,manual_review_unrecognized_label,TRUE
2010,INC_PERS_INTEREST_INCOME,NA,未回答,NA,manual_review_unrecognized_label,TRUE
2010,INC_PERS_OTHER_INCOME,NA,未回答,NA,manual_review_unrecognized_label,TRUE
2010,INC_PERS_RENT_INCOME,NA,未回答,NA,manual_review_unrecognized_label,TRUE
