sample_definition,Variable,Survey Year,Present,Eligible N,Structural Missing N,Response Missing N,Response Missing %,Structural Missing %,Structural Missing,Valid N,presence_status,coverage_basis,structural_missing_status
full_sample,EXP_TOTAL_COMMON5_EXPENDITURE,2014,1,5214,0,0,0,0,FALSE,5214,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,EXP_TOTAL_COMMON5_EXPENDITURE,2017,1,5302,0,0,0,0,FALSE,5302,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,EXP_TOTAL_COMMON5_EXPENDITURE,2021,1,5409,0,0,0,0,FALSE,5409,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,2002,1,13113,0,6848,0.5222298482422024,0,FALSE,6265,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,2006,1,6013,0,2293,0.3813404290703476,0,FALSE,3720,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,2010,1,5027,0,65,0.012930177043962602,0,FALSE,4962,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,2014,1,5214,0,0,0,0,FALSE,5214,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,2017,1,5302,0,0,0,0,FALSE,5302,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,2021,1,5409,0,0,0,0,FALSE,5409,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,EXP_TOTAL_DERIVED_EXPENDITURE,2002,1,13113,0,9,6.863417982155113e-4,0,FALSE,13104,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,EXP_TOTAL_DERIVED_EXPENDITURE,2006,1,6013,0,1,1.6630633627141194e-4,0,FALSE,6012,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,EXP_TOTAL_DERIVED_EXPENDITURE,2010,1,5027,0,0,0,0,FALSE,5027,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,EXP_TOTAL_DERIVED_EXPENDITURE,2014,1,5214,0,0,0,0,FALSE,5214,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,EXP_TOTAL_DERIVED_EXPENDITURE,2017,1,5302,0,0,0,0,FALSE,5302,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,EXP_TOTAL_DERIVED_EXPENDITURE,2021,1,5409,0,0,0,0,FALSE,5409,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,EXP_TOTAL_REPORTED_EXPENDITURE,2002,1,13113,0,16,0.0012201631968275757,0,FALSE,13097,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,EXP_TOTAL_REPORTED_EXPENDITURE,2006,NA,6013,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,EXP_TOTAL_REPORTED_EXPENDITURE,2010,NA,5027,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,EXP_TOTAL_REPORTED_EXPENDITURE,2014,NA,5214,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,EXP_TOTAL_REPORTED_EXPENDITURE,2017,NA,5302,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,EXP_TOTAL_REPORTED_EXPENDITURE,2021,NA,5409,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,EXP_TRANSPORT_COMM_EXPENDITURE,2002,1,13113,0,129,0.00983756577442233,0,FALSE,12984,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,EXP_TRANSPORT_COMM_EXPENDITURE,2006,1,6013,0,602,0.10011641443538999,0,FALSE,5411,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,EXP_TRANSPORT_COMM_EXPENDITURE,2010,1,5027,0,2,3.9785160135269546e-4,0,FALSE,5025,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,EXP_TRANSPORT_COMM_EXPENDITURE,2014,1,5214,0,0,0,0,FALSE,5214,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,EXP_TRANSPORT_COMM_EXPENDITURE,2017,1,5302,0,0,0,0,FALSE,5302,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,EXP_TRANSPORT_COMM_EXPENDITURE,2021,1,5409,0,0,0,0,FALSE,5409,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,EXP_TRAVEL_EXPENDITURE,2002,1,13113,6615,26,0.0019827651948448105,0.5044612216884008,TRUE,6472,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,EXP_TRAVEL_EXPENDITURE,2006,1,6013,0,82,0.01363711957425578,0,FALSE,5931,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,EXP_TRAVEL_EXPENDITURE,2010,1,5027,0,3,5.967774020290431e-4,0,FALSE,5024,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,EXP_TRAVEL_EXPENDITURE,2014,1,5214,0,0,0,0,FALSE,5214,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,EXP_TRAVEL_EXPENDITURE,2017,1,5302,0,0,0,0,FALSE,5302,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,EXP_TRAVEL_EXPENDITURE,2021,1,5409,0,0,0,0,FALSE,5409,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,HAS_INDI_55PLUS,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,HAS_INDI_55PLUS,2006,1,6013,0,6,9.978380176284716e-4,0,FALSE,6007,present,harmonized_label,NA
full_sample,HAS_INDI_55PLUS,2010,1,5027,0,0,0,0,FALSE,5027,present,harmonized_label,NA
full_sample,HAS_INDI_55PLUS,2014,1,5214,0,0,0,0,FALSE,5214,present,harmonized_label,NA
full_sample,HAS_INDI_55PLUS,2017,1,5302,0,0,0,0,FALSE,5302,present,harmonized_label,NA
full_sample,HAS_INDI_55PLUS,2021,1,5409,0,0,0,0,FALSE,5409,present,harmonized_label,NA
full_sample,HAS_INDI_65PLUS,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,HAS_INDI_65PLUS,2006,1,6013,0,4,6.652253450856477e-4,0,FALSE,6009,present,harmonized_label,NA
full_sample,HAS_INDI_65PLUS,2010,1,5027,0,0,0,0,FALSE,5027,present,harmonized_label,NA
full_sample,HAS_INDI_65PLUS,2014,1,5214,0,0,0,0,FALSE,5214,present,harmonized_label,NA
full_sample,HAS_INDI_65PLUS,2017,1,5302,0,0,0,0,FALSE,5302,present,harmonized_label,NA
full_sample,HAS_INDI_65PLUS,2021,1,5409,0,0,0,0,FALSE,5409,present,harmonized_label,NA
full_sample,HOUSE_BELONG,2002,1,13113,0,10,7.626019980172348e-4,0,FALSE,13103,present,harmonized_label,NA
full_sample,HOUSE_BELONG,2006,1,6013,0,11,0.00182936969898553,0,FALSE,6002,present,harmonized_label,NA
full_sample,HOUSE_BELONG,2010,1,5027,0,39,0.00775810622637756,0,FALSE,4988,present,harmonized_label,NA
full_sample,HOUSE_BELONG,2014,1,5214,0,0,0,0,FALSE,5214,present,harmonized_label,NA
full_sample,HOUSE_BELONG,2017,1,5302,0,0,0,0,FALSE,5302,present,harmonized_label,NA
full_sample,HOUSE_BELONG,2021,1,5409,0,0,0,0,FALSE,5409,present,harmonized_label,NA
full_sample,INC_FAM_ANALYSIS_ELIGIBILITY_REASON,2002,0,13113,0,13113,1,0,FALSE,0,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,INC_FAM_ANALYSIS_ELIGIBILITY_REASON,2006,0,6013,0,6013,1,0,FALSE,0,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,INC_FAM_ANALYSIS_ELIGIBILITY_REASON,2010,0,5027,0,5027,1,0,FALSE,0,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,INC_FAM_ANALYSIS_ELIGIBILITY_REASON,2014,0,5214,1869,3345,0.6415420023014959,0.358457997698504,TRUE,0,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,INC_FAM_ANALYSIS_ELIGIBILITY_REASON,2017,0,5302,0,5302,1,0,FALSE,0,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,INC_FAM_ANALYSIS_ELIGIBILITY_REASON,2021,0,5409,0,5409,1,0,FALSE,0,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,INC_FAM_ANALYSIS_ELIGIBLE,2002,0,13113,0,13113,1,0,FALSE,0,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,INC_FAM_ANALYSIS_ELIGIBLE,2006,0,6013,0,6013,1,0,FALSE,0,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,INC_FAM_ANALYSIS_ELIGIBLE,2010,0,5027,0,5027,1,0,FALSE,0,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,INC_FAM_ANALYSIS_ELIGIBLE,2014,0,5214,1869,3345,0.6415420023014959,0.358457997698504,TRUE,0,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,INC_FAM_ANALYSIS_ELIGIBLE,2017,0,5302,0,5302,1,0,FALSE,0,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,INC_FAM_ANALYSIS_ELIGIBLE,2021,0,5409,0,5409,1,0,FALSE,0,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,INC_FAM_GOV_INCOME,2002,1,13113,0,0,0,0,FALSE,13113,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,INC_FAM_GOV_INCOME,2006,1,6013,0,207,0.03442541160818227,0,FALSE,5806,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,INC_FAM_GOV_INCOME,2010,1,5027,0,0,0,0,FALSE,5027,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,INC_FAM_GOV_INCOME,2014,1,5214,1869,0,0,0.358457997698504,TRUE,3345,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,INC_FAM_GOV_INCOME,2017,1,5302,0,0,0,0,FALSE,5302,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,INC_FAM_GOV_INCOME,2021,1,5409,0,0,0,0,FALSE,5409,NA,recoded_midpoint,evaluated_from_structural_eligibility
full_sample,INC_FAM_INTEREST_INCOME,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
