year,source_pdf,question_id,question_text,option_code,option_text,extraction_note
106,ques106.pdf,G5,請問經濟戶長所屬的族別？,14,賽德克族,
106,ques106.pdf,G5,請問經濟戶長所屬的族別？,15,拉阿魯哇族,
106,ques106.pdf,G5,請問經濟戶長所屬的族別？,16,卡那卡那富族,
106,ques106.pdf,G5,請問經濟戶長所屬的族別？,17,其他______,
106,ques106.pdf,G5,請問經濟戶長所屬的族別？,18,非原住民 2,
106,ques106.pdf,G6,請問經濟戶長的配偶屬於以下那種身分？,1,原住民續答G6-1,
106,ques106.pdf,G6,請問經濟戶長的配偶屬於以下那種身分？,2,漢族跳答 G7,
106,ques106.pdf,G6,請問經濟戶長的配偶屬於以下那種身分？,3,新住民(國籍：___________) 跳答G7,
106,ques106.pdf,G6,請問經濟戶長的配偶屬於以下那種身分？,4,無配偶跳答G7,
106,ques106.pdf,G6,請問經濟戶長的配偶屬於以下那種身分？,5,其他________跳答G7,
106,ques106.pdf,G6-1,請問經濟戶長的先生/太太所屬的族別？,1,阿美族,
106,ques106.pdf,G6-1,請問經濟戶長的先生/太太所屬的族別？,2,泰雅族,
106,ques106.pdf,G6-1,請問經濟戶長的先生/太太所屬的族別？,3,排灣族,
106,ques106.pdf,G6-1,請問經濟戶長的先生/太太所屬的族別？,4,魯凱族,
106,ques106.pdf,G6-1,請問經濟戶長的先生/太太所屬的族別？,5,布農族,
106,ques106.pdf,G6-1,請問經濟戶長的先生/太太所屬的族別？,6,賽夏族,
106,ques106.pdf,G6-1,請問經濟戶長的先生/太太所屬的族別？,7,雅美族(達悟),
106,ques106.pdf,G6-1,請問經濟戶長的先生/太太所屬的族別？,8,卑南族,
106,ques106.pdf,G6-1,請問經濟戶長的先生/太太所屬的族別？,9,鄒族,
106,ques106.pdf,G6-1,請問經濟戶長的先生/太太所屬的族別？,10,邵族,
106,ques106.pdf,G6-1,請問經濟戶長的先生/太太所屬的族別？,11,噶瑪蘭族,
106,ques106.pdf,G6-1,請問經濟戶長的先生/太太所屬的族別？,12,太魯閣族,
106,ques106.pdf,G6-1,請問經濟戶長的先生/太太所屬的族別？,13,撒奇萊雅族,
106,ques106.pdf,G6-1,請問經濟戶長的先生/太太所屬的族別？,14,賽德克族,
106,ques106.pdf,G6-1,請問經濟戶長的先生/太太所屬的族別？,15,拉阿魯哇族,
106,ques106.pdf,G6-1,請問經濟戶長的先生/太太所屬的族別？,16,卡那卡那富族,
106,ques106.pdf,G6-1,請問經濟戶長的先生/太太所屬的族別？,17,其他_______,
106,ques106.pdf,G7,請問經濟戶長從事的行業？,1,農林漁牧業,
106,ques106.pdf,G7,請問經濟戶長從事的行業？,2,礦業及土石採取業,
106,ques106.pdf,G7,請問經濟戶長從事的行業？,3,製造業,
106,ques106.pdf,G7,請問經濟戶長從事的行業？,4,電力及燃氣供應業,
106,ques106.pdf,G7,請問經濟戶長從事的行業？,5,用水供應及污染整治業,
106,ques106.pdf,G7,請問經濟戶長從事的行業？,6,營建工程業,
106,ques106.pdf,G7,請問經濟戶長從事的行業？,7,批發及零售業,
106,ques106.pdf,G7,請問經濟戶長從事的行業？,8,運輸及倉儲業,
106,ques106.pdf,G7,請問經濟戶長從事的行業？,9,住宿及餐飲業,
106,ques106.pdf,G7,請問經濟戶長從事的行業？,10,出版影音製作傳播及,
106,ques106.pdf,G7,請問經濟戶長從事的行業？,11,金融及保險業,
106,ques106.pdf,G7,請問經濟戶長從事的行業？,12,不動產業 通資訊服務業,
106,ques106.pdf,G7,請問經濟戶長從事的行業？,13,專業、科學及技術服務,
106,ques106.pdf,G7,請問經濟戶長從事的行業？,14,支援服務業,
106,ques106.pdf,G7,請問經濟戶長從事的行業？,15,公共行政及國防；強制性 業 社會安全,
106,ques106.pdf,G7,請問經濟戶長從事的行業？,16,教育業,
106,ques106.pdf,G7,請問經濟戶長從事的行業？,17,醫療保健及社會工作服務,
106,ques106.pdf,G7,請問經濟戶長從事的行業？,18,藝術、娛樂及休閒服務業 業,
106,ques106.pdf,G7,請問經濟戶長從事的行業？,19,其他服務業,
106,ques106.pdf,G8,請問經濟戶長從事的行業有沒有透過創意將原住民文化元素運用或展現在產品或服務中？,1,有(續答G9),
106,ques106.pdf,G8,請問經濟戶長從事的行業有沒有透過創意將原住民文化元素運用或展現在產品或服務中？,2,沒有(跳答H 部分),
106,ques106.pdf,G9,請問經濟戶長從事的原住民文化創意產業性質為何？,1,視覺藝術產業,
106,ques106.pdf,G9,請問經濟戶長從事的原住民文化創意產業性質為何？,2,音樂及表演藝術產業,
106,ques106.pdf,G9,請問經濟戶長從事的原住民文化創意產業性質為何？,3,文化資產應用及展演設施產業,
106,ques106.pdf,G9,請問經濟戶長從事的原住民文化創意產業性質為何？,4,工藝產業,
106,ques106.pdf,G9,請問經濟戶長從事的原住民文化創意產業性質為何？,5,電影產業,
106,ques106.pdf,G9,請問經濟戶長從事的原住民文化創意產業性質為何？,6,廣播電視產業,
106,ques106.pdf,G9,請問經濟戶長從事的原住民文化創意產業性質為何？,7,出版產業,
106,ques106.pdf,G9,請問經濟戶長從事的原住民文化創意產業性質為何？,8,廣告產業,
106,ques106.pdf,G9,請問經濟戶長從事的原住民文化創意產業性質為何？,9,產品設計產業,
106,ques106.pdf,G9,請問經濟戶長從事的原住民文化創意產業性質為何？,10,視覺傳達設計產業,
106,ques106.pdf,G9,請問經濟戶長從事的原住民文化創意產業性質為何？,11,設計品牌時尚產業,
106,ques106.pdf,G9,請問經濟戶長從事的原住民文化創意產業性質為何？,12,建築設計產業,
106,ques106.pdf,G9,請問經濟戶長從事的原住民文化創意產業性質為何？,13,數位內容產業,
106,ques106.pdf,G9,請問經濟戶長從事的原住民文化創意產業性質為何？,14,創意生活產業,
106,ques106.pdf,G9,請問經濟戶長從事的原住民文化創意產業性質為何？,15,流行音樂及文化內容產業,
106,ques106.pdf,G9,請問經濟戶長從事的原住民文化創意產業性質為何？,16,其他(請說明)________________ H 部分：住宅,
106,ques106.pdf,H1,請問您現在住的房子是屬於誰的？,1,自有(住宅所有權為家庭內共同生活居住成員擁有) /自己搭建跳答 H3,
106,ques106.pdf,H1,請問您現在住的房子是屬於誰的？,2,不住在一起的配偶、父母或子女所擁有(住宅所有權不屬於家庭內共同生活居住成員擁有) 跳答 H3,
106,ques106.pdf,H1,請問您現在住的房子是屬於誰的？,3,向政府租賃(如:社會住宅) 續問H2,
106,ques106.pdf,H1,請問您現在住的房子是屬於誰的？,4,向私人租賃續問H2,
106,ques106.pdf,H1,請問您現在住的房子是屬於誰的？,5,單位/公司配住續問H2,
106,ques106.pdf,H1,請問您現在住的房子是屬於誰的？,6,借用(目前居住的住宅向他人借用，不需支付費用，如退休人員續住公家宿舍)跳答I部分,
106,ques106.pdf,H1,請問您現在住的房子是屬於誰的？,7,其他，請說明________________跳答H3 3,
106,ques106.pdf,H2,若房子為租賃/配住者（H1回答3、4、5者），請問您每個月的房屋租金是多少？回答完跳答I部分,1,"未滿 1,000元",
106,ques106.pdf,H2,若房子為租賃/配住者（H1回答3、4、5者），請問您每個月的房屋租金是多少？回答完跳答I部分,2,"1,000 元-未滿3,000元",
106,ques106.pdf,H2,若房子為租賃/配住者（H1回答3、4、5者），請問您每個月的房屋租金是多少？回答完跳答I部分,3,"3,000 元-未滿5,000元",
106,ques106.pdf,H2,若房子為租賃/配住者（H1回答3、4、5者），請問您每個月的房屋租金是多少？回答完跳答I部分,4,"5,000 元-未滿6,000元",
106,ques106.pdf,H2,若房子為租賃/配住者（H1回答3、4、5者），請問您每個月的房屋租金是多少？回答完跳答I部分,5,"6,000 元-未滿7,000元",
106,ques106.pdf,H2,若房子為租賃/配住者（H1回答3、4、5者），請問您每個月的房屋租金是多少？回答完跳答I部分,6,"7,000 元-未滿8,000元",
106,ques106.pdf,H2,若房子為租賃/配住者（H1回答3、4、5者），請問您每個月的房屋租金是多少？回答完跳答I部分,7,"8,000 元-未滿9,000元",
106,ques106.pdf,H2,若房子為租賃/配住者（H1回答3、4、5者），請問您每個月的房屋租金是多少？回答完跳答I部分,8,"9,000 元-未滿10,000元",
106,ques106.pdf,H2,若房子為租賃/配住者（H1回答3、4、5者），請問您每個月的房屋租金是多少？回答完跳答I部分,9,"10,000 元-未滿15,000元",
106,ques106.pdf,H2,若房子為租賃/配住者（H1回答3、4、5者），請問您每個月的房屋租金是多少？回答完跳答I部分,10,"15,000 元-未滿20,000元",
106,ques106.pdf,H2,若房子為租賃/配住者（H1回答3、4、5者），請問您每個月的房屋租金是多少？回答完跳答I部分,11,"20,000 元以上，請記錄____________元",
106,ques106.pdf,H2,若房子為租賃/配住者（H1回答3、4、5者），請問您每個月的房屋租金是多少？回答完跳答I部分,12,不需要支付租金,
106,ques106.pdf,H3,請問您現在住的房子是什麼時候購買/搭建的？民國___________年,,,no_coded_option_detected
106,ques106.pdf,H4,請問您現在住的房子樓地板面積是多少？___________坪,,,no_coded_option_detected
106,ques106.pdf,H5,請問您現在住的房子如果出租的話，租金會是多少？________________元,,,open_numeric_response_confirmed_2026-07-26
106,ques106.pdf,H6,請問您們家目前有沒有房屋貸款？,1,有,
106,ques106.pdf,H6,請問您們家目前有沒有房屋貸款？,2,沒有跳答 I 部分,
106,ques106.pdf,H6-1,請問是向哪些單位借房屋貸款？(可複選),1,銀行,
106,ques106.pdf,H6-1,請問是向哪些單位借房屋貸款？(可複選),2,信用合作社,
106,ques106.pdf,H6-1,請問是向哪些單位借房屋貸款？(可複選),3,儲蓄互助社,
106,ques106.pdf,H6-1,請問是向哪些單位借房屋貸款？(可複選),4,其他(請說明)__________,
106,ques106.pdf,H6-2,請問您家中目前的房屋貸款總共借（貸）了多少錢？,1,未滿50萬元,
106,ques106.pdf,H6-2,請問您家中目前的房屋貸款總共借（貸）了多少錢？,2,50萬元-未滿100萬元,
106,ques106.pdf,H6-2,請問您家中目前的房屋貸款總共借（貸）了多少錢？,3,100萬元-未滿150萬元,
106,ques106.pdf,H6-2,請問您家中目前的房屋貸款總共借（貸）了多少錢？,4,150萬元-未滿200萬元,
106,ques106.pdf,H6-2,請問您家中目前的房屋貸款總共借（貸）了多少錢？,5,200萬元-未滿300萬元,
106,ques106.pdf,H6-2,請問您家中目前的房屋貸款總共借（貸）了多少錢？,6,300萬元-未滿400萬元,
106,ques106.pdf,H6-2,請問您家中目前的房屋貸款總共借（貸）了多少錢？,7,400萬元-未滿500萬元,
106,ques106.pdf,H6-2,請問您家中目前的房屋貸款總共借（貸）了多少錢？,8,500萬元-未滿600萬元,
106,ques106.pdf,H6-2,請問您家中目前的房屋貸款總共借（貸）了多少錢？,9,600萬元-未滿700萬元,
106,ques106.pdf,H6-2,請問您家中目前的房屋貸款總共借（貸）了多少錢？,10,700 萬元-未滿800萬元,
106,ques106.pdf,H6-2,請問您家中目前的房屋貸款總共借（貸）了多少錢？,11,800 萬元-未滿900萬元,
106,ques106.pdf,H6-2,請問您家中目前的房屋貸款總共借（貸）了多少錢？,12,"900 萬元-未滿1,000萬元",
106,ques106.pdf,H6-2,請問您家中目前的房屋貸款總共借（貸）了多少錢？,13,"1,000 萬元及以上，請記錄______________萬元",
106,ques106.pdf,H6-3,請問您家中每個月房屋貸款要繳多少錢？【106年平均每個月的繳款金額】,1,"未滿5,000元",
106,ques106.pdf,H6-3,請問您家中每個月房屋貸款要繳多少錢？【106年平均每個月的繳款金額】,2,"5,000 元-未滿10,000元",
106,ques106.pdf,H6-3,請問您家中每個月房屋貸款要繳多少錢？【106年平均每個月的繳款金額】,3,"10,000元-未滿15,000元",
106,ques106.pdf,H6-3,請問您家中每個月房屋貸款要繳多少錢？【106年平均每個月的繳款金額】,4,"15,000元-未滿20,000元",
106,ques106.pdf,H6-3,請問您家中每個月房屋貸款要繳多少錢？【106年平均每個月的繳款金額】,5,"20,000元-未滿25,000元",
106,ques106.pdf,H6-3,請問您家中每個月房屋貸款要繳多少錢？【106年平均每個月的繳款金額】,6,"25,000元-未滿30,000元",
106,ques106.pdf,H6-3,請問您家中每個月房屋貸款要繳多少錢？【106年平均每個月的繳款金額】,7,"30,000元-未滿40,000元",
106,ques106.pdf,H6-3,請問您家中每個月房屋貸款要繳多少錢？【106年平均每個月的繳款金額】,8,"40,000元-未滿50,000元",
106,ques106.pdf,H6-3,請問您家中每個月房屋貸款要繳多少錢？【106年平均每個月的繳款金額】,9,"50,000元-未滿60,000元",
106,ques106.pdf,H6-3,請問您家中每個月房屋貸款要繳多少錢？【106年平均每個月的繳款金額】,10,"60,000元-未滿70,000元",
106,ques106.pdf,H6-3,請問您家中每個月房屋貸款要繳多少錢？【106年平均每個月的繳款金額】,11,"70,000元及以上，請記錄______________元",
106,ques106.pdf,H6-3,請問您家中每個月房屋貸款要繳多少錢？【106年平均每個月的繳款金額】,12,沒有在繳貸款 I 部分：經濟戶長貸款情形,
106,ques106.pdf,I1,請問經濟戶長有沒有信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等消費性貸款呢？,1,有,
106,ques106.pdf,I1,請問經濟戶長有沒有信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等消費性貸款呢？,2,沒有跳答I2,
106,ques106.pdf,I1-1,請問經濟戶長向哪些單位借信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等消費,1,銀行,
106,ques106.pdf,I1-1,請問經濟戶長向哪些單位借信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等消費,2,信用合作社,
106,ques106.pdf,I1-1,請問經濟戶長向哪些單位借信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等消費,3,儲蓄互助社,
106,ques106.pdf,I1-1,請問經濟戶長向哪些單位借信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等消費,4,其他(請說明)__________ 4,
106,ques106.pdf,I1-2,請問經濟戶長的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等消費性貸款總共,1,未滿5萬元,
106,ques106.pdf,I1-2,請問經濟戶長的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等消費性貸款總共,2,5萬元-未滿10萬元,
106,ques106.pdf,I1-2,請問經濟戶長的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等消費性貸款總共,3,10萬元-未滿15 萬元,
106,ques106.pdf,I1-2,請問經濟戶長的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等消費性貸款總共,4,15萬元-未滿20 萬元,
106,ques106.pdf,I1-2,請問經濟戶長的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等消費性貸款總共,5,20萬元-未滿25 萬元,
106,ques106.pdf,I1-2,請問經濟戶長的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等消費性貸款總共,6,25萬元-未滿30 萬元,
106,ques106.pdf,I1-2,請問經濟戶長的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等消費性貸款總共,7,30萬元-未滿35 萬元,
106,ques106.pdf,I1-2,請問經濟戶長的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等消費性貸款總共,8,35萬元-未滿40 萬元,
106,ques106.pdf,I1-2,請問經濟戶長的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等消費性貸款總共,9,40萬元-未滿45 萬元,
106,ques106.pdf,I1-2,請問經濟戶長的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等消費性貸款總共,10,45萬元-未滿50 萬元,
106,ques106.pdf,I1-2,請問經濟戶長的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等消費性貸款總共,11,50萬元-未滿60 萬元,
106,ques106.pdf,I1-2,請問經濟戶長的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等消費性貸款總共,12,60萬元-未滿70 萬元,
106,ques106.pdf,I1-2,請問經濟戶長的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等消費性貸款總共,13,70萬元-未滿80 萬元,
106,ques106.pdf,I1-2,請問經濟戶長的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等消費性貸款總共,14,80萬元-未滿90 萬元,
106,ques106.pdf,I1-2,請問經濟戶長的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等消費性貸款總共,15,90萬元-未滿100萬元,
106,ques106.pdf,I1-2,請問經濟戶長的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等消費性貸款總共,16,100 萬元以上，請記錄______________萬元,
106,ques106.pdf,I1-3,請問經濟戶長每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的,1,"未滿3,000元",
106,ques106.pdf,I1-3,請問經濟戶長每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的,2,"3,000 元-未滿5,000元",
106,ques106.pdf,I1-3,請問經濟戶長每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的,3,"5,000 元-未滿7,000元",
106,ques106.pdf,I1-3,請問經濟戶長每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的,4,"7,000 元-未滿10,000元",
106,ques106.pdf,I1-3,請問經濟戶長每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的,5,"10,000 元-未滿12,000元",
106,ques106.pdf,I1-3,請問經濟戶長每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的,6,"12,000 元-未滿15,000元",
106,ques106.pdf,I1-3,請問經濟戶長每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的,7,"15,000元-未滿20,000元",
106,ques106.pdf,I1-3,請問經濟戶長每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的,8,"20,000元-未滿25,000元",
106,ques106.pdf,I1-3,請問經濟戶長每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的,9,"25,000元-未滿30,000元",
106,ques106.pdf,I1-3,請問經濟戶長每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的,10,"30,000元-未滿40,000元",
106,ques106.pdf,I1-3,請問經濟戶長每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的,11,"40,000元-未滿50,000元",
106,ques106.pdf,I1-3,請問經濟戶長每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的,12,"50,000元-未滿60,000元",
106,ques106.pdf,I1-3,請問經濟戶長每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的,13,"60,000元-未滿70,000元",
106,ques106.pdf,I1-3,請問經濟戶長每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的,14,"70,000元以上，請記錄______________元",
106,ques106.pdf,I1-3,請問經濟戶長每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的,15,沒有繳納,
106,ques106.pdf,I2,請問經濟戶長有沒有創業貸款？,1,有,
106,ques106.pdf,I2,請問經濟戶長有沒有創業貸款？,2,沒有跳答I3,
106,ques106.pdf,I2-1,請問經濟戶長向哪些單位申請或借創業貸款？(可複選),1,政府單位(如原民會、經濟部),
106,ques106.pdf,I2-1,請問經濟戶長向哪些單位申請或借創業貸款？(可複選),2,銀行,
106,ques106.pdf,I2-1,請問經濟戶長向哪些單位申請或借創業貸款？(可複選),3,信用合作社,
106,ques106.pdf,I2-1,請問經濟戶長向哪些單位申請或借創業貸款？(可複選),4,儲蓄互助社,
106,ques106.pdf,I2-1,請問經濟戶長向哪些單位申請或借創業貸款？(可複選),5,其他(請說明)__________,
106,ques106.pdf,I2-2,請問經濟戶長的創業貸款總共借了多少錢？,1,未滿50萬元,
106,ques106.pdf,I2-2,請問經濟戶長的創業貸款總共借了多少錢？,2,50萬元-未滿100萬元,
106,ques106.pdf,I2-2,請問經濟戶長的創業貸款總共借了多少錢？,3,100萬元-未滿150萬元,
106,ques106.pdf,I2-2,請問經濟戶長的創業貸款總共借了多少錢？,4,150萬元-未滿200萬元,
106,ques106.pdf,I2-2,請問經濟戶長的創業貸款總共借了多少錢？,5,200萬元-未滿300萬元,
106,ques106.pdf,I2-2,請問經濟戶長的創業貸款總共借了多少錢？,6,300萬元-未滿400萬元,
106,ques106.pdf,I2-2,請問經濟戶長的創業貸款總共借了多少錢？,7,400萬元-未滿500萬元,
106,ques106.pdf,I2-2,請問經濟戶長的創業貸款總共借了多少錢？,8,500萬元-未滿600萬元,
106,ques106.pdf,I2-2,請問經濟戶長的創業貸款總共借了多少錢？,9,600萬元-未滿700萬元,
106,ques106.pdf,I2-2,請問經濟戶長的創業貸款總共借了多少錢？,10,700 萬元-未滿800萬元,
106,ques106.pdf,I2-2,請問經濟戶長的創業貸款總共借了多少錢？,11,800 萬元-未滿900萬元,
106,ques106.pdf,I2-2,請問經濟戶長的創業貸款總共借了多少錢？,12,"900 萬元-未滿1,000萬元",
106,ques106.pdf,I2-2,請問經濟戶長的創業貸款總共借了多少錢？,13,"1,000 萬元及以上，請記錄______________萬元",
106,ques106.pdf,I2-3,請問經濟戶長每個月要繳納的創業貸款總共是多少？【106平均每個月的金額】,1,"未滿3,000元",
106,ques106.pdf,I2-3,請問經濟戶長每個月要繳納的創業貸款總共是多少？【106平均每個月的金額】,2,"3,000 元-未滿5,000元",
106,ques106.pdf,I2-3,請問經濟戶長每個月要繳納的創業貸款總共是多少？【106平均每個月的金額】,3,"5,000 元-未滿7,000元",
106,ques106.pdf,I2-3,請問經濟戶長每個月要繳納的創業貸款總共是多少？【106平均每個月的金額】,4,"7,000 元-未滿10,000元",
106,ques106.pdf,I2-3,請問經濟戶長每個月要繳納的創業貸款總共是多少？【106平均每個月的金額】,5,"10,000 元-未滿12,000元",
106,ques106.pdf,I2-3,請問經濟戶長每個月要繳納的創業貸款總共是多少？【106平均每個月的金額】,6,"12,000 元-未滿15,000元",
106,ques106.pdf,I2-3,請問經濟戶長每個月要繳納的創業貸款總共是多少？【106平均每個月的金額】,7,"15,000 元-未滿20,000元",
