sample_definition,Variable,Survey Year,Present,Eligible N,Structural Missing N,Response Missing N,Response Missing %,Structural Missing %,Structural Missing,Valid N,presence_status,coverage_basis,structural_missing_status
full_sample,EXP_CARE_EXPENDITURE,2006,1,6013,NA,71,0.011807749875270248,NA,NA,5942,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_CARE_EXPENDITURE,2010,1,5027,NA,5,9.946290033817386e-4,NA,NA,5022,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_CARE_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,5214,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_CARE_EXPENDITURE,2017,1,5302,NA,0,0,NA,NA,5302,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_CARE_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,5409,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_CLEANING_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,EXP_CLEANING_EXPENDITURE,2006,1,6013,NA,50,0.008315316813570598,NA,NA,5963,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_CLEANING_EXPENDITURE,2010,1,5027,NA,2,3.9785160135269546e-4,NA,NA,5025,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_CLEANING_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,5214,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_CLEANING_EXPENDITURE,2017,1,5302,NA,0,0,NA,NA,5302,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_CLEANING_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,5409,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_CLOTHING_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,EXP_CLOTHING_EXPENDITURE,2006,1,6013,NA,404,0.06718775985365043,NA,NA,5609,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_CLOTHING_EXPENDITURE,2010,1,5027,NA,3,5.967774020290431e-4,NA,NA,5024,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_CLOTHING_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,5214,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_CLOTHING_EXPENDITURE,2017,1,5302,NA,0,0,NA,NA,5302,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_CLOTHING_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,5409,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_DINING_LODGING_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,EXP_DINING_LODGING_EXPENDITURE,2006,NA,6013,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,EXP_DINING_LODGING_EXPENDITURE,2010,NA,5027,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,EXP_DINING_LODGING_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,5214,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_DINING_LODGING_EXPENDITURE,2017,1,5302,NA,0,0,NA,NA,5302,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_DINING_LODGING_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,5409,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_EDU_BOOKS_COMBINED_EXPENDITURE,2002,1,13113,NA,6671,0.5087317928772973,NA,NA,6442,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_EDU_BOOKS_COMBINED_EXPENDITURE,2006,1,6013,NA,268,0.0445700981207384,NA,NA,5745,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_EDU_BOOKS_COMBINED_EXPENDITURE,2010,1,5027,NA,3,5.967774020290431e-4,NA,NA,5024,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_EDU_BOOKS_COMBINED_EXPENDITURE,2014,NA,5214,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,EXP_EDU_BOOKS_COMBINED_EXPENDITURE,2017,NA,5302,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,EXP_EDU_BOOKS_COMBINED_EXPENDITURE,2021,NA,5409,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,EXP_EDU_TUITION_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,EXP_EDU_TUITION_EXPENDITURE,2006,NA,6013,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,EXP_EDU_TUITION_EXPENDITURE,2010,NA,5027,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,EXP_EDU_TUITION_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,5214,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_EDU_TUITION_EXPENDITURE,2017,1,5302,NA,0,0,NA,NA,5302,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_EDU_TUITION_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,5409,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_FOOD_EXPENDITURE,2002,1,13113,NA,198,0.015099519560741249,NA,NA,12915,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_FOOD_EXPENDITURE,2006,1,6013,NA,672,0.11175785797438882,NA,NA,5341,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_FOOD_EXPENDITURE,2010,1,5027,NA,4,7.957032027053909e-4,NA,NA,5023,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_FOOD_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,5214,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_FOOD_EXPENDITURE,2017,1,5302,NA,0,0,NA,NA,5302,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_FOOD_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,5409,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_FURNITURE_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,EXP_FURNITURE_EXPENDITURE,2006,1,6013,NA,323,0.053716946615666054,NA,NA,5690,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_FURNITURE_EXPENDITURE,2010,1,5027,NA,8,0.0015914064054107818,NA,NA,5019,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_FURNITURE_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,5214,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_FURNITURE_EXPENDITURE,2017,1,5302,NA,0,0,NA,NA,5302,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_FURNITURE_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,5409,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_HOUSING_UTIL_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,EXP_HOUSING_UTIL_EXPENDITURE,2006,1,6013,NA,412,0.06851821054382172,NA,NA,5601,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_HOUSING_UTIL_EXPENDITURE,2010,1,5027,NA,2,3.9785160135269546e-4,NA,NA,5025,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_HOUSING_UTIL_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,5214,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_HOUSING_UTIL_EXPENDITURE,2017,1,5302,NA,0,0,NA,NA,5302,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_HOUSING_UTIL_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,5409,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_LOAN_INTEREST_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,EXP_LOAN_INTEREST_EXPENDITURE,2006,1,6013,NA,206,0.03425910527191086,NA,NA,5807,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_LOAN_INTEREST_EXPENDITURE,2010,1,5027,NA,8,0.0015914064054107818,NA,NA,5019,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_LOAN_INTEREST_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,5214,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_LOAN_INTEREST_EXPENDITURE,2017,1,5302,NA,0,0,NA,NA,5302,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_LOAN_INTEREST_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,5409,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_MEDICAL_EXPENDITURE,2002,1,13113,NA,239,0.01822618775261191,NA,NA,12874,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_MEDICAL_EXPENDITURE,2006,1,6013,NA,731,0.12156993181440214,NA,NA,5282,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_MEDICAL_EXPENDITURE,2010,1,5027,NA,8,0.0015914064054107818,NA,NA,5019,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_MEDICAL_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,5214,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_MEDICAL_EXPENDITURE,2017,1,5302,NA,0,0,NA,NA,5302,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_MEDICAL_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,5409,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_OTHER_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,EXP_OTHER_EXPENDITURE,2006,1,6013,NA,168,0.027939464493597205,NA,NA,5845,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_OTHER_EXPENDITURE,2010,1,5027,NA,5,9.946290033817386e-4,NA,NA,5022,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_OTHER_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,5214,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_OTHER_EXPENDITURE,2017,1,5302,NA,0,0,NA,NA,5302,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_OTHER_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,5409,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_TAX_INS_GIFT_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,EXP_TAX_INS_GIFT_EXPENDITURE,2006,1,6013,NA,1223,0.2033926492599368,NA,NA,4790,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_TAX_INS_GIFT_EXPENDITURE,2010,1,5027,NA,8,0.0015914064054107818,NA,NA,5019,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_TAX_INS_GIFT_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,5214,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_TAX_INS_GIFT_EXPENDITURE,2017,1,5302,NA,0,0,NA,NA,5302,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_TAX_INS_GIFT_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,5409,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,2002,1,13113,NA,6848,0.5222298482422024,NA,NA,6265,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,2006,1,6013,NA,2293,0.3813404290703476,NA,NA,3720,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,2010,1,5027,NA,54,0.010741993236522777,NA,NA,4973,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,5214,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,2017,1,5302,NA,0,0,NA,NA,5302,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,5409,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_TOTAL_DERIVED_EXPENDITURE,2002,1,13113,NA,9,6.863417982155113e-4,NA,NA,13104,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_TOTAL_DERIVED_EXPENDITURE,2006,1,6013,NA,1,1.6630633627141194e-4,NA,NA,6012,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_TOTAL_DERIVED_EXPENDITURE,2010,1,5027,NA,0,0,NA,NA,5027,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_TOTAL_DERIVED_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,5214,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_TOTAL_DERIVED_EXPENDITURE,2017,1,5302,NA,0,0,NA,NA,5302,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_TOTAL_DERIVED_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,5409,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_TOTAL_REPORTED_EXPENDITURE,2002,1,13113,NA,16,0.0012201631968275757,NA,NA,13097,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_TOTAL_SYN_EXPENDITURE,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,EXP_TOTAL_SYN_EXPENDITURE,2006,NA,6013,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,EXP_TOTAL_SYN_EXPENDITURE,2010,NA,5027,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,EXP_TOTAL_SYN_EXPENDITURE,2014,NA,5214,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,EXP_TOTAL_SYN_EXPENDITURE,2017,NA,5302,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,EXP_TOTAL_SYN_EXPENDITURE,2021,NA,5409,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,EXP_TRANSPORT_COMM_EXPENDITURE,2002,1,13113,NA,129,0.00983756577442233,NA,NA,12984,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_TRANSPORT_COMM_EXPENDITURE,2006,1,6013,NA,602,0.10011641443538999,NA,NA,5411,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_TRANSPORT_COMM_EXPENDITURE,2010,1,5027,NA,2,3.9785160135269546e-4,NA,NA,5025,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_TRANSPORT_COMM_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,5214,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_TRANSPORT_COMM_EXPENDITURE,2017,1,5302,NA,0,0,NA,NA,5302,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_TRANSPORT_COMM_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,5409,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_TRAVEL_EXPENDITURE,2002,1,13113,NA,6641,0.5064439868832457,NA,NA,6472,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_TRAVEL_EXPENDITURE,2006,1,6013,NA,82,0.01363711957425578,NA,NA,5931,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_TRAVEL_EXPENDITURE,2010,1,5027,NA,1,1.9892580067634773e-4,NA,NA,5026,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_TRAVEL_EXPENDITURE,2014,1,5214,NA,0,0,NA,NA,5214,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_TRAVEL_EXPENDITURE,2017,1,5302,NA,0,0,NA,NA,5302,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,EXP_TRAVEL_EXPENDITURE,2021,1,5409,NA,0,0,NA,NA,5409,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,HOUSE_BELONG,2002,1,13113,0,10,7.626019980172348e-4,0,FALSE,13103,present,harmonized_label,NA
full_sample,HOUSE_BELONG,2006,1,6013,0,11,0.00182936969898553,0,FALSE,6002,present,harmonized_label,NA
full_sample,HOUSE_BELONG,2010,1,5027,0,39,0.00775810622637756,0,FALSE,4988,present,harmonized_label,NA
full_sample,HOUSE_BELONG,2014,1,5214,0,0,0,0,FALSE,5214,present,harmonized_label,NA
full_sample,HOUSE_BELONG,2017,1,5302,0,0,0,0,FALSE,5302,present,harmonized_label,NA
full_sample,HOUSE_BELONG,2021,1,5409,0,0,0,0,FALSE,5409,present,harmonized_label,NA
full_sample,INC_FAM_GOV_INCOME,2002,1,13113,NA,0,0,NA,NA,13113,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_GOV_INCOME,2006,1,6013,NA,207,0.03442541160818227,NA,NA,5806,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_GOV_INCOME,2010,1,5027,NA,0,0,NA,NA,5027,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_GOV_INCOME,2014,1,5214,NA,1869,0.358457997698504,NA,NA,3345,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_GOV_INCOME,2017,1,5302,NA,0,0,NA,NA,5302,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_GOV_INCOME,2021,1,5409,NA,0,0,NA,NA,5409,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_INTEREST_INCOME,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,INC_FAM_INTEREST_INCOME,2006,1,6013,NA,161,0.02677532013969732,NA,NA,5852,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_INTEREST_INCOME,2010,1,5027,NA,10,0.001989258006763477,NA,NA,5017,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_INTEREST_INCOME,2014,1,5214,NA,1869,0.358457997698504,NA,NA,3345,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_INTEREST_INCOME,2017,1,5302,NA,0,0,NA,NA,5302,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_INTEREST_INCOME,2021,1,5409,NA,0,0,NA,NA,5409,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_OTHER_INCOME,2002,1,13113,NA,0,0,NA,NA,13113,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_OTHER_INCOME,2006,1,6013,NA,105,0.017462165308498253,NA,NA,5908,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_OTHER_INCOME,2010,0,5027,5027,NA,NA,1,TRUE,NA,not_present,harmonized_label,NA
full_sample,INC_FAM_OTHER_INCOME,2014,1,5214,NA,1869,0.358457997698504,NA,NA,3345,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_OTHER_INCOME,2017,1,5302,NA,0,0,NA,NA,5302,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_OTHER_INCOME,2021,1,5409,NA,0,0,NA,NA,5409,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_RENT_INCOME,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,INC_FAM_RENT_INCOME,2006,1,6013,NA,84,0.013969732246798603,NA,NA,5929,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_RENT_INCOME,2010,1,5027,NA,11,0.002188183807439825,NA,NA,5016,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_RENT_INCOME,2014,1,5214,NA,1869,0.358457997698504,NA,NA,3345,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_RENT_INCOME,2017,1,5302,NA,0,0,NA,NA,5302,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_RENT_INCOME,2021,1,5409,NA,0,0,NA,NA,5409,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_TOTAL_DERIVED_COMPLETE_INCOME,2002,1,13113,NA,0,0,NA,NA,13113,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_TOTAL_DERIVED_COMPLETE_INCOME,2006,1,6013,NA,1083,0.18010976218193914,NA,NA,4930,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_TOTAL_DERIVED_COMPLETE_INCOME,2010,1,5027,NA,15,0.002983887010145216,NA,NA,5012,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_TOTAL_DERIVED_COMPLETE_INCOME,2014,1,5214,NA,1869,0.358457997698504,NA,NA,3345,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_TOTAL_DERIVED_COMPLETE_INCOME,2017,1,5302,NA,0,0,NA,NA,5302,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_TOTAL_DERIVED_COMPLETE_INCOME,2021,1,5409,NA,0,0,NA,NA,5409,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_TOTAL_DERIVED_INCOME,2002,1,13113,NA,0,0,NA,NA,13113,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_TOTAL_DERIVED_INCOME,2006,1,6013,NA,7,0.0011641443538998836,NA,NA,6006,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_TOTAL_DERIVED_INCOME,2010,1,5027,NA,0,0,NA,NA,5027,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_TOTAL_DERIVED_INCOME,2014,1,5214,NA,1869,0.358457997698504,NA,NA,3345,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_TOTAL_DERIVED_INCOME,2017,1,5302,NA,0,0,NA,NA,5302,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_TOTAL_DERIVED_INCOME,2021,1,5409,NA,0,0,NA,NA,5409,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_TOTAL_INCOME,2002,1,13113,0,0,0,0,FALSE,13113,present,harmonized_label,NA
full_sample,INC_FAM_TOTAL_INCOME,2006,NA,6013,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,INC_FAM_TOTAL_INCOME,2010,NA,5027,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,INC_FAM_TOTAL_INCOME,2014,NA,5214,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,INC_FAM_TOTAL_INCOME,2017,NA,5302,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,INC_FAM_TOTAL_INCOME,2021,NA,5409,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,INC_FAM_TOTAL_REPORTED_INCOME,2002,1,13113,NA,0,0,NA,NA,13113,NA,recoded_midpoint,not_evaluated_in_recoded_coverage
full_sample,INC_FAM_TRANSFER_INCOME,2002,NA,13113,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
full_sample,INC_FAM_TRANSFER_INCOME,2006,NA,6013,NA,NA,NA,NA,NA,NA,review_required,harmonized_label,NA
