variable,label,type,source
l2_1,L2-1.請問您個人或您的家人未來有沒有申請「原民會專案貸款」的需求?,haven_labelled,103
l2_2_1,L2-2.請問您或您的家人未來沒有申請「原民會專案貸款」需求的原因有哪些?(可複選)原因一,haven_labelled,103
l2_2_2,L2-2.請問您或您的家人未來沒有申請「原民會專案貸款」需求的原因有哪些?(可複選)原因二,haven_labelled,103
l2_2_3,L2-2.請問您或您的家人未來沒有申請「原民會專案貸款」需求的原因有哪些?(可複選)原因三,haven_labelled,103
l2_2_4,L2-2.請問您或您的家人未來沒有申請「原民會專案貸款」需求的原因有哪些?(可複選)原因四,haven_labelled,103
l2_2o,L2-2.請問您或您的家人未來沒有申請「原民會專案貸款」需求的原因有哪些?(可複選)其他(請,character,103
l2_3_1,L2-3.請問您希望申請「原民會專案貸款」有哪些項目?(可複選)項目一,haven_labelled,103
l2_3_2,L2-3.請問您希望申請「原民會專案貸款」有哪些項目?(可複選)項目二,haven_labelled,103
l2_3_3,L2-3.請問您希望申請「原民會專案貸款」有哪些項目?(可複選)項目三,haven_labelled,103
l2_3_4,L2-3.請問您希望申請「原民會專案貸款」有哪些項目?(可複選)項目四,haven_labelled,103
l2_3_5,L2-3.請問您希望申請「原民會專案貸款」有哪些項目?(可複選)項目五,haven_labelled,103
l2_3_6,L2-3.請問您希望申請「原民會專案貸款」有哪些項目?(可複選)項目六,haven_labelled,103
l2_3_7,L2-3.請問您希望申請「原民會專案貸款」有哪些項目?(可複選)項目七,haven_labelled,103
l2_3_8,L2-3.請問您希望申請「原民會專案貸款」有哪些項目?(可複選)項目八,haven_labelled,103
l2_3_9,L2-3.請問您希望申請「原民會專案貸款」有哪些項目?(可複選)項目九,haven_labelled,103
l2_3_10,L2-3.請問您希望申請「原民會專案貸款」有哪些項目?(可複選)項目十,haven_labelled,103
l2_3o,L2-3.請問您希望申請「原民會專案貸款」有哪些項目?(可複選)其他(請說明),character,103
l2_4_1,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)資訊一,haven_labelled,103
l2_4_2,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)資訊二,haven_labelled,103
l2_4_3,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)資訊三,haven_labelled,103
l2_4_4,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)資訊四,haven_labelled,103
l2_4_5,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)資訊五,haven_labelled,103
l2_4_6,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)資訊六,haven_labelled,103
l2_4_7,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)資訊七,haven_labelled,103
l2_4_8,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)資訊八,haven_labelled,103
l2_4_9,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)資訊九,haven_labelled,103
l2_4_10,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)資訊十,haven_labelled,103
l2_4_11,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)資訊十一,haven_labelled,103
l2_4_12,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)資訊十二,haven_labelled,103
l2_4o,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)其他(請說明),character,103
m1_1,M1.請問您家中現在有哪些可上網設備?(可複選)設備一,haven_labelled,103
m1_2,M1.請問您家中現在有哪些可上網設備?(可複選)設備二,haven_labelled,103
m1_3,M1.請問您家中現在有哪些可上網設備?(可複選)設備三,haven_labelled,103
m1_4,M1.請問您家中現在有哪些可上網設備?(可複選)設備四,haven_labelled,103
m2,M2.請問您家裡有沒有連上網際網路?,haven_labelled,103
n1,N1.請問您需不需要負責家計?,haven_labelled,103
n2,N2.請問您所屬的族別?,haven_labelled,103
n2o,N2.請問您所屬的族別?其他(請說明),character,103
n3,N3.請問您今年幾歲?,haven_labelled,103
n4,N4.請問您的教育程度?,haven_labelled,103
n5,N5.請問您們家是不是符合地方政府列冊登記有案的中低收入戶?,haven_labelled,103
