variable,label,type,source
d1_3,D1-3.經濟戶長每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的消費性貸款金額，總共是多少?【110年平均每,haven_labelled,110
d1_3o,"D1-3.經濟戶長每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的消費性貸款金額，總共是多少?(14)70,000元",numeric,110
d2,D2.經濟戶長有沒有創業貸款?,haven_labelled,110
d2_1_1,D2-1.經濟戶長向哪些單位申請或借創業貸款(複選)?單位一,haven_labelled,110
d2_1_2,D2-1.經濟戶長向哪些單位申請或借創業貸款(複選)?單位二,haven_labelled,110
d2_2,D2-2.經濟戶長的創業貸款總共借了多少錢?,haven_labelled,110
d2_3,D2-3.經濟戶長每個月要繳納的創業貸款總共是多少?【110平均每個月的金額】,haven_labelled,110
d3,D3.經濟戶長有沒有向親友、雇主、店家等借錢、預支薪水或賒帳等情形?,haven_labelled,110
d3_1,D3-1.經濟戶長向親友、雇主、店家等借錢、預支薪水、賒帳的金額大約多少?,haven_labelled,110
d3_1o,"D3-1.經濟戶長向親友、雇主、店家等借錢、預支薪水、賒帳的金額大約多少?(16)100,000元以上，請記錄__元",numeric,110
d3_2,D3-2.經濟戶長每個月要還款的金額，總共是多少?(私人借貸，例如向親友借錢買房買車)【110年平均每個月的金額】,haven_labelled,110
d4,D4.除了消費性貸款、創業貸款、私人借貸，經濟戶長有沒有其他貸款?,haven_labelled,110
d4o,D4.除了消費性貸款、創業貸款、私人借貸，經濟戶長有沒有其他貸款?(1)有，請說明____,character,110
d4_1_1,D4-1.經濟戶長向哪些單位借貸(複選)?單位一,haven_labelled,110
d4_1o,D4-1.經濟戶長向哪些單位借貸(複選)?(4)其他(請說明),character,110
d4_2,D4-2.經濟戶長的其他貸款總共借了多少錢?,haven_labelled,110
d4_2o,"D4-2.經濟戶長的其他貸款總共借了多少錢?(13)1,000萬元以上，請記錄__萬元",numeric,110
d4_3,D4-3.經濟戶長每個月要繳納的其他貸款總共是多少?【110年平均每個月的金額】,haven_labelled,110
d4_3o,"D4-3.經濟戶長每個月要繳納的其他貸款總共是多少?(14)70,000元，請記錄__元",numeric,110
e1,E1.經濟戶長個人每個月「工作薪水、兼差薪水、加班費、退休金、年終獎金，以及從事農林漁業或自己做生意、經營公司等」的收入是多,haven_labelled,110
e1o,E1.經濟戶長個人每個月「工作薪水、兼差薪水、加班費、退休金、年終獎金，以及從事農林漁業或自己做生意、經營公司等」的收入是多,numeric,110
e2,E2.經濟戶長個人每個月接受「政府津貼補助、各種社會保險、私人保險受益」收入總共是多少?【110年平均每個月的金額】,haven_labelled,110
e2o,"E2.經濟戶長個人每個月接受「政府津貼補助、各種社會保險、私人保險受益」收入總共是多少?(12)30,000元以上，請記錄__元",numeric,110
e3,E3.經濟戶長個人每個月「紅白包禮金、私人發給救濟金/慰問金/獎助學金、向私人借住房屋省下的房租、國外禮金/贈款」收入總共是多,haven_labelled,110
e3o,E3.經濟戶長個人每個月「紅白包禮金、私人發給救濟金/慰問金/獎助學金、向私人借住房屋省下的房租、國外禮金/贈款」收入總共是多,numeric,110
e4,E4.經濟戶長個人每個月的「存款利息、跟會利息、股票利息、各種投資利息」收入總共是多少?【110年平均每個月的金額】,haven_labelled,110
e4o,"E4.經濟戶長個人每個月的「存款利息、跟會利息、股票利息、各種投資利息」收入總共是多少?(12)30,000元以上，請記錄__元",numeric,110
e5,E5.經濟戶長個人每個月的「房屋、土地出租租金」收入總共是多少?【110年平均每個月的金額】,haven_labelled,110
e5o,"E5.經濟戶長個人每個月的「房屋、土地出租租金」收入總共是多少?(12)80,000元以上，請記錄__元",numeric,110
e6,E6.除了以上這些收入以外，經濟戶長個人每個月「其他雜項」收入總共是多少?【110年平均每個月的金額】,haven_labelled,110
f1_a,F1.經濟戶長目前有從事以下哪些投資嗎(複選)?投資一,haven_labelled,110
f1_b,F1.經濟戶長目前有從事以下哪些投資嗎(複選)?投資二,haven_labelled,110
f1_c,F1.經濟戶長目前有從事以下哪些投資嗎(複選)?投資三,haven_labelled,110
f1_d,F1.經濟戶長目前有從事以下哪些投資嗎(複選)?投資四,haven_labelled,110
f1o,F1.經濟戶長目前有從事以下哪些投資嗎(複選)?(11)其他，請說明__,character,110
f1_1,F1-1.經濟戶長每個月用於投資的金額是多少?,haven_labelled,110
f1_1o,"F1-1.經濟戶長每個月用於投資的金額是多少?(16)100,000元以上，請記錄__元",numeric,110
f2,F2.經濟戶長每個月可以儲蓄(存錢)的金額是多少?,haven_labelled,110
f2o,"F2.經濟戶長每個月可以儲蓄(存錢)的金額是多少?(13)100,000元以上，請記錄__元",numeric,110
f3_1,F3.除了經濟戶長本人，其他家人目前有從事以下哪些投資嗎(複選)?投資一,haven_labelled,110
f3_2,F3.除了經濟戶長本人，其他家人目前有從事以下哪些投資嗎(複選)?投資二,haven_labelled,110
f3_3,F3.除了經濟戶長本人，其他家人目前有從事以下哪些投資嗎(複選)?投資三,haven_labelled,110
f3_4,F3.除了經濟戶長本人，其他家人目前有從事以下哪些投資嗎(複選)?投資四,haven_labelled,110
f3_5,F3.除了經濟戶長本人，其他家人目前有從事以下哪些投資嗎(複選)?投資五,haven_labelled,110
f3_6,F3.除了經濟戶長本人，其他家人目前有從事以下哪些投資嗎(複選)?投資六,haven_labelled,110
f3o,F3.除了經濟戶長本人，其他家人目前有從事以下哪些投資嗎(複選)?(11)其他，請說明,character,110
g1_1,G1.除了經濟戶長本人以外，家裡有沒有「其他家人」有固定收入?(1)有，共__位,numeric,110
g1,G1.除了經濟戶長本人以外，家裡有沒有「其他家人」有固定收入?,haven_labelled,110
g2,G2.除了經濟戶長本人以外，這些有固定收入的家人中，具有原住民身分者有幾位?,haven_labelled,110
g2_1,G2.除了經濟戶長本人以外，這些有固定收入的家人中，具有原住民身分者有幾位?(1)有具原住民身分，共__位,numeric,110
g3,G3.包含經濟戶長本人，全家每個月的「工作薪水、兼差薪水、加班費、退休金，或是從事農林漁牧業或自己做生意等」總收入是多少?【1,haven_labelled,110
g3o,G3.包含經濟戶長本人，全家每個月的「工作薪水、兼差薪水、加班費、退休金，或是從事農林漁牧業或自己做生意等」總收入是多少?(13,numeric,110
g4,G4.包含經濟戶長本人，全家每個月接受「政府發給津貼、補助、各種社會保險、私人保險」總收入是多少?【110年平均每個月的金額】,haven_labelled,110
g4o,"G4.包含經濟戶長本人，全家每個月接受「政府發給津貼、補助、各種社會保險、私人保險」總收入是多少?(12)30,000元以上，請記錄__",numeric,110
g5,G5.包含經濟戶長本人，全家每個月接受「紅白包禮金、私人發給救濟金/慰問金/獎助學金、向私人借住房屋省下的房租、國外禮金/贈款,haven_labelled,110
g5o,G5.包含經濟戶長本人，全家每個月接受「紅白包禮金、私人發給救濟金/慰問金/獎助學金、向私人借住房屋省下的房租、國外禮金/贈款,numeric,110
g6,G6.包含經濟戶長本人，全家每個月的「存款利息、跟會利息、股票利息、各種投資利息」總收入是多少?【110年平均每個月的金額】,haven_labelled,110
g6o,"G6.包含經濟戶長本人，全家每個月的「存款利息、跟會利息、股票利息、各種投資利息」總收入是多少?(12)30,000元以上，請記錄__元",numeric,110
g7,G7.包含經濟戶長本人，全家每個月的「房屋、土地出租租金」收入總共是多少?【110年平均每個月的金額】,haven_labelled,110
g7o,"G7.包含經濟戶長本人，全家每個月的「房屋、土地出租租金」收入總共是多少?(12)80,000元以上，請記錄__元",numeric,110
g8,G8.包含經濟戶長本人，全家每個月除了以上這些收入以外的「其他雜項」收入總共是多少?【110年平均每個月的金額】,haven_labelled,110
g9,G9.家中有沒有戶籍不在這裡，也沒有居住在這裡，但每個月或定期會提供家裡金錢的家人?,haven_labelled,110
g10,G10.家中有戶籍不在這裡，也沒有居住在這裡，但每個月或定期會提供家裡金錢的家人有幾位?__位,numeric,110
g11,G11.這幾位家人平均每個月提供的總金額大約多少錢?,numeric,110
h1,H1.您全家每個月用在支付「買米/肉/菜、水果、非酒精飲料費、糖果零食等」的費用是多少?【110年平均每個月的金額】,haven_labelled,110
h1o,"H1.您全家每個月用在支付「買米/肉/菜、水果、非酒精飲料費、糖果零食等」的費用是多少?(13)70,000元以上，請記錄__元",numeric,110
h2,H2.您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的費用是多少?【110年平均每個月的金額】,haven_labelled,110
h2o,"H2.您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的費用是多少?(15)70,000元以上，請記錄__元",numeric,110
h3,H3.您全家每個月用在支付「上下班上下學通勤、搭乘交通工具、汽機車保養/油錢、汽機車保險、買手機/市內電話(含電信費)、買車等」,haven_labelled,110
h3o,H3.您全家每個月用在支付「上下班上下學通勤、搭乘交通工具、汽機車保養/油錢、汽機車保險、買手機/市內電話、買車等」的費用是多,numeric,110
h4,H4.您全家每個月用在支付「看病就醫、繳醫療保險費、購買醫療用品/設備等」的費用是多少?【110年平均每個月的金額】,haven_labelled,110
h4o,"H4.您全家每個月用在支付「看病就醫、繳醫療保險費、購買醫療用品/設備等」的費用是多少?(12)30,000元以上，請記錄__元",numeric,110
h5,H5.您全家每個月用在支付「抽煙、喝酒、吃檳榔等」的費用是多少?【110年平均每個月的金額】,haven_labelled,110
h5o,"H5.您全家每個月用在支付「抽煙、飲酒、吃檳榔等」的費用是多少?(12)30,000元以上，請記錄__元",numeric,110
h6,H6.您全家每個月用在支付「繳各種稅、勞健保、農漁保險、買彩券、紅白包禮金、捐款」的費用是多少?【110年平均每個月的金額，部分,haven_labelled,110
h6o,"H6.您全家每個月用在支付「繳各種稅、勞健保、農漁保險、買彩券、紅白包禮金、捐款」的費用是多少?(13)30,000元以上，請記錄__元",numeric,110
h7_1_1,H7-1.您家庭110年有沒有以下支出(複選)?請家庭佣人(打掃家庭/洗衣洗碗),haven_labelled,110
h7_1_2,H7-1.您家庭110年平均每個月支出金額：請家庭佣人(打掃家庭/洗衣洗碗),haven_labelled,110
h7_2_1,H7-2.您家庭110年有沒有以下支出(複選)?各項學費/補習費/家教費,haven_labelled,110
h7_2_2,H7-2.您家庭110年平均每個月支出金額：各項學費/補習費/家教費,haven_labelled,110
h7_2_2o,"H7-2.您家庭110年平均每個月支出金額：各項學費/補習費/家教費(11)30,000元以上，請記錄__元",numeric,110
h7_3_1,H7-3.您家庭110年有沒有以下支出(複選)?報紙雜誌書籍文具,haven_labelled,110
h7_3_2,H7-3.您家庭110年平均每個月支出金額：報紙雜誌書籍文具,haven_labelled,110
h7_4_1,H7-4.您家庭110年有沒有以下支出(複選)?國內外跟團旅遊/運動/電影/展覽/音樂會,haven_labelled,110
h7_4_2,H7-4.您家庭110年平均每個月支出金額：國內外跟團旅遊/運動/電影/展覽/音樂會,haven_labelled,110
h7_4_2o,"H7-4.您家庭110年平均每個月支出金額：國內外跟團旅遊/運動/電影/展覽/音樂會(11)30,000元以上，請記錄__元",numeric,110
h7_5_1,H7-5.您家庭110年有沒有以下支出(複選)?各項貸款/跟會的利息,haven_labelled,110
h7_5_2,H7-5.您家庭110年平均每個月支出金額：各項貸款/跟會的利息,haven_labelled,110
h7_5_2o,"H7-5.您家庭110年平均每個月支出金額：各項貸款/跟會的利息(11)30,000元以上，請記錄__元",numeric,110
h7_6_1,H7-6.您家庭110年有沒有以下支出(複選)?外食費/學生住宿費/自助旅行住宿服務費,haven_labelled,110
h7_6_2,H7-6.您家庭110年平均每個月支出金額：外食費/學生住宿費/自助旅行住宿服務費,haven_labelled,110
h7_6_2o,"H7-6.您家庭110年平均每個月支出金額：外食費/學生住宿費/自助旅行住宿服務費(11)30,000元以上，請記錄__元",numeric,110
h7_7_1,H7-7.您家庭110年有沒有以下支出(複選)?買衣服/鞋子/襪子各項衣物,haven_labelled,110
h7_7_2,H7-7.您家庭110年平均每個月支出金額：買衣服/鞋子/襪子各項衣物,haven_labelled,110
h7_7_2o,"H7-7.您家庭110年平均每個月支出金額：買衣服/鞋子/襪子各項衣物(11)30,000元以上，請記錄__元",numeric,110
h7_8_1,H7-8.您家庭110年有沒有以下支出(複選)?買家具/家庭電器/廚房用具,haven_labelled,110
h7_8_2,H7-8.您家庭110年平均每個月支出金額：買家具/家庭電器/廚房用具,haven_labelled,110
h7_8_2o,"H7-8.您家庭110年平均每個月支出金額：買家具/家庭電器/廚房用具(11)30,000元以上，請記錄__元",numeric,110
h7_9_1,H7-9.您家庭110年有沒有以下支出(複選)?保姆費/安養院/身障者照顧,haven_labelled,110
h7_9_2,H7-9.您家庭110年平均每個月支出金額：保姆費/安養院/身障者照顧,haven_labelled,110
h7_9_2o,"H7-9.您家庭110年平均每個月支出金額：保姆費/安養院/身障者照顧(11)30,000元以上，請記錄__元",numeric,110
h7_10_1,H7-10.您家庭110年有沒有以下支出(複選)?其他費用,haven_labelled,110
h7_10_2,H7-10.您家庭110年平均每個月支出金額：其他費用,haven_labelled,110
h7_10_2o,"H7-10.您家庭110年平均每個月支出金額：其他費用(11)30,000元以上，請記錄__元",numeric,110
h7_11,H7-11.您家庭110年有沒有以下支出(複選)?以上都沒有,haven_labelled,110
i1,I1.您或您的家人最需要政府提供什麼幫忙?,haven_labelled,110
i1o,I1.您或您的家人最需要政府提供什麼幫忙?(6)其他，請說明__,character,110
i2,I2.您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務(包含微笑貸、青年創業貸款、經濟產業貸款)?,haven_labelled,110
i2_1,I2-1.您個人或您的家人有沒有申請「原住民族綜合發展基金貸款」?,haven_labelled,110
i2_2,I2-2.您個人或您家人申請「原住民族綜合發展基金貸款」金額，占您全家貸款的比例為_____%,numeric,110
i2_3,I2-3.您個人或您的家人未來有沒有申請「原住民族綜合發展基金貸款」的需求?,haven_labelled,110
i2_4_1,I2-4.您或您的家人未來沒有申請「原住民族綜合發展基金貸款」需求的原因有哪些(複選)?原因一,haven_labelled,110
i2_4_2,I2-4.您或您的家人未來沒有申請「原住民族綜合發展基金貸款」需求的原因有哪些(複選)?原因二,haven_labelled,110
i2_4_3,I2-4.您或您的家人未來沒有申請「原住民族綜合發展基金貸款」需求的原因有哪些(複選)?原因三,haven_labelled,110
i2_4_4,I2-4.您或您的家人未來沒有申請「原住民族綜合發展基金貸款」需求的原因有哪些(複選)?原因四,haven_labelled,110
i2_4o,I2-4.您或您的家人未來沒有申請「原住民族綜合發展基金貸款」需求的原因有哪些(複選)?(7)其他，請說明__,character,110
i2_5_1,I2-5.您希望申請「原住民族綜合發展基金貸款」用途有哪些(複選)?用途一,haven_labelled,110
i2_5_2,I2-5.您希望申請「原住民族綜合發展基金貸款」用途有哪些(複選)?用途二,haven_labelled,110
i2_5_3,I2-5.您希望申請「原住民族綜合發展基金貸款」用途有哪些(複選)?用途三,haven_labelled,110
i2_5_4,I2-5.您希望申請「原住民族綜合發展基金貸款」用途有哪些(複選)?用途四,haven_labelled,110
i2_5_5,I2-5.您希望申請「原住民族綜合發展基金貸款」用途有哪些(複選)?用途五,haven_labelled,110
i2_5_6,I2-5.您希望申請「原住民族綜合發展基金貸款」用途有哪些(複選)?用途六,haven_labelled,110
i2_5_7,I2-5.您希望申請「原住民族綜合發展基金貸款」用途有哪些(複選)?用途七,haven_labelled,110
i2_5_8,I2-5.您希望申請「原住民族綜合發展基金貸款」用途有哪些(複選)?用途八,haven_labelled,110
i2_5_9,I2-6.您希望申請「原住民族綜合發展基金貸款」用途有哪些(複選)?用途九,haven_labelled,110
i2_5_10,I2-7.您希望申請「原住民族綜合發展基金貸款」用途有哪些(複選)?用途十,haven_labelled,110
i2_5_11,I2-8.您希望申請「原住民族綜合發展基金貸款」用途有哪些(複選)?用途十一,haven_labelled,110
i2_5_12,I2-9.您希望申請「原住民族綜合發展基金貸款」用途有哪些(複選)?用途十二,haven_labelled,110
i2_5_13,I2-10.您希望申請「原住民族綜合發展基金貸款」用途有哪些(複選)?用途十三,haven_labelled,110
i2_5o,I2-5.您希望申請「原住民族綜合發展基金貸款」用途有哪些(複選)?(14)其他(請說明),character,110
i2_6_1,I2-6.您希望從哪裡知道「原住民族綜合發展基金貸款」的資訊(複選)?資訊一,haven_labelled,110
i2_6_2,I2-6.您希望從哪裡知道「原住民族綜合發展基金貸款」的資訊(複選)?資訊二,haven_labelled,110
i2_6_3,I2-6.您希望從哪裡知道「原住民族綜合發展基金貸款」的資訊(複選)?資訊三,haven_labelled,110
i2_6_4,I2-6.您希望從哪裡知道「原住民族綜合發展基金貸款」的資訊(複選)?資訊四,haven_labelled,110
i2_6_5,I2-6.您希望從哪裡知道「原住民族綜合發展基金貸款」的資訊(複選)?資訊五,haven_labelled,110
i2_6_6,I2-6.您希望從哪裡知道「原住民族綜合發展基金貸款」的資訊(複選)?資訊六,haven_labelled,110
i2_6_7,I2-6.您希望從哪裡知道「原住民族綜合發展基金貸款」的資訊(複選)?資訊七,haven_labelled,110
i2_6_8,I2-6.您希望從哪裡知道「原住民族綜合發展基金貸款」的資訊(複選)?資訊八,haven_labelled,110
i2_6_9,I2-6.您希望從哪裡知道「原住民族綜合發展基金貸款」的資訊(複選)?資訊九,haven_labelled,110
i2_6_10,I2-6.您希望從哪裡知道「原住民族綜合發展基金貸款」的資訊(複選)?資訊十,haven_labelled,110
i2_6_11,I2-6.您希望從哪裡知道「原住民族綜合發展基金貸款」的資訊(複選)?資訊十一,haven_labelled,110
i2_6o,I2-6.您希望從哪裡知道「原住民族綜合發展基金貸款」的資訊(複選)?(12)其他，請說明__,character,110
i3,I3.您有沒有參加「儲蓄互助社(儲互社)」?,haven_labelled,110
i4,I4.您們家是不是符合地方政府列冊登記有案的中低收入戶?,haven_labelled,110
j1_1,J1.您家中現在有哪些可上網設備(複選)?設備一,haven_labelled,110
j1_2,J1.您家中現在有哪些可上網設備(複選)?設備二,haven_labelled,110
j1_3,J1.您家中現在有哪些可上網設備(複選)?設備三,haven_labelled,110
j1_4,J1.您家中現在有哪些可上網設備(複選)?設備四,haven_labelled,110
j1o,J1.您家中現在有哪些可上網設備(複選)?(5)其他(請說明),numeric,110
j2,J2.您家裡有沒有連上網際網路?,haven_labelled,110
k1_1,K1.您或您的家人是跨性別者或同性婚姻家庭(複選)?選擇一,haven_labelled,110
k1_2,K1.您或您的家人是跨性別者或同性婚姻家庭(複選)?選擇二,haven_labelled,110
k2,K2.您是否能包容跨性別者或同性婚姻家庭?,haven_labelled,110
k3_1,K3.您不能包容跨性別者或同性婚姻家庭的原因為何(複選)?原因一,haven_labelled,110
k3_2,K3.您不能包容跨性別者或同性婚姻家庭的原因為何(複選)?原因二,haven_labelled,110
k3o,K3.您不能包容跨性別者或同性婚姻家庭的原因為何(複選)?(3)其他(請說明),character,110
l1_1,L1.您或您的家人有因嚴重特殊傳染性肺炎(Covid-19)導致收入減少甚至失業嗎?,haven_labelled,110
l1_2,L1.您或您的家人有因嚴重特殊傳染性肺炎(Covid-19)導致收入減少甚至失業嗎?,haven_labelled,110
l1_3,L1.您或您的家人有因嚴重特殊傳染性肺炎(Covid-19)導致收入減少甚至失業嗎?,haven_labelled,110
l1_4,L1.您或您的家人有因嚴重特殊傳染性肺炎(Covid-19)導致收入減少甚至失業嗎?,haven_labelled,110
l1_1m,L1.您或您的家人有因嚴重特殊傳染性肺炎(Covid-19)導致收入減少甚至失業嗎?(1)收入減少。請記錄________元,character,110
l1_2m,L1.您或您的家人有因嚴重特殊傳染性肺炎(Covid-19)導致收入減少甚至失業嗎?(2)失業。請記錄家中___人,numeric,110
l2,L2.您或您的家人是否使用過政府因應嚴重特殊傳染性肺炎(Covid-19)相關紓困措施?,haven_labelled,110
l2_1,L2.您或您的家人是否使用過政府因應嚴重特殊傳染性肺炎(Covid-19)相關紓困措施?(1)提供紓困的機關,character,110
l2_2,L2.您或您的家人是否使用過政府因應嚴重特殊傳染性肺炎(Covid-19)相關紓困措施?(1)提供紓困的措施(貸款),character,110
l3_1,L3. 您或您的家人沒有申請政府因應嚴重特殊傳染性肺炎(Covid-19)相關紓困措施的原因有哪些(複選)?原因一,haven_labelled,110
l3_2,L3. 您或您的家人沒有申請政府因應嚴重特殊傳染性肺炎(Covid-19)相關紓困措施的原因有哪些(複選)?原因二,haven_labelled,110
l33,L3. 您或您的家人沒有申請政府因應嚴重特殊傳染性肺炎(Covid-19)相關紓困措施的原因有哪些(複選)?(3)被拒絕受理，原因____,character,110
l35,L3. 您或您的家人沒有申請政府因應嚴重特殊傳染性肺炎(Covid-19)相關紓困措施的原因有哪些(複選)?(5)其他，請說明____,character,110
weight,推估權值,numeric,110
